player,fant_pos,Long_Name.x,Opponent,expected_points,Salary,ovr_ex_pas_yds,ovr_ex_pas_td,ovr_ex_rus_yds,ovr_ex_rus_td,fl,pl_int_game,ex_ppd
Josh Allen,QB,Buffalo Bills,NE,20.313491332250422,37,223.1764705882353,1.6764705882352942,43.80550155779831,0.25588235294117645,3,0.8823529411764706,0.5490132792500114
Justin Herbert,QB,Los Angeles Chargers,DEN,18.852796202450445,28,254.88235294117646,1.7647058823529411,18.04560908332799,0.1323529411764706,1,0.8823529411764706,0.6733141500875159
Tom Brady,QB,Tampa Bay Buccaneers,ATL,19.83376559714795,30,272.5882352941176,2.176470588235294,5.57687165775401,0.12091503267973856,3,0.7058823529411765,0.6611255199049316
Patrick Mahomes,QB,Kansas City Chiefs,LV,19.66429817962991,39,253.76470588235293,1.941176470588235,22.342981796299078,0.125,4,0.7647058823529411,0.5042127738366643
Aaron Rodgers,QB,Green Bay Packers,DET,20.141574749940464,30,250.9466911764706,2.068014705882353,6.9703289473684205,0.23076923076923078,0,0.25,0.6713858249980155
Matthew Stafford,QB,Los Angeles Rams,SEA,17.741064275977774,20,276.4411764705883,1.9117647058823528,2.716525112718884,0,2,1,0.8870532137988887
Dak Prescott,QB,Dallas Cowboys,WAS,19.109829102240237,31,266.47242647058823,2.15625,8.38432043416706,0.06041666666666666,6,0.625,0.6164461000722657
Joe Burrow,QB,Cincinnati Bengals,BAL,19.467045168670225,38,283.56433823529414,1.9742647058823528,6.727253157290471,0.11328125,2,0.875,0.512290662333427
Jalen Hurts,QB,Philadelphia Eagles,NYG,21.075821471129885,40,217.71176470588233,1.3274509803921568,47.24213627992633,0.5333333333333332,2,0.6,0.5268955367782471
Kyler Murray,QB,Arizona Cardinals,SF,19.84970197528622,20,238.48529411764707,1.592436974789916,27.914739884393065,0.31055900621118016,0,0.7142857142857143,0.992485098764311
Kirk Cousins,QB,Minnesota Vikings,CHI,17.398005848064617,32,227.70036764705884,1.9430147058823528,7.554323186528498,0.075,2,0.4375,0.5436876827520193
Ryan Tannehill,QB,Tennessee Titans,JAX,16.86537788681269,20,223.79411764705884,1.323529411764706,14.967333855339142,0.40281329923273657,4,0.8235294117647058,0.8432688943406346
Carson Wentz,QB,Washington Football Team,DAL,15.529066130091046,25,223.88235294117646,1.5,12.208308359733994,0.058823529411764705,5,0.4117647058823529,0.6211626452036418
Derek Carr,QB,Las Vegas Raiders,KC,15.859746807814034,20,266.9705882352941,1.4705882352941178,7.103350431081523,0,5,0.8235294117647058,0.7929873403907017
